,0,1
134,-0.588529048,0.6034681
135,-1.524915232,-1.172354013
136,0.421952573,0.618209306
137,0.729341713,0.519814505
138,1.216909662,0.897616024
139,-1.471253497,-0.929748837
140,0.455001618,-0.274976668
141,2.753555914,0.667421427
142,0.399953621,0.862204815
143,-1.192575629,-1.134840407
144,-1.515352634,0.612627602
145,-0.971279428,0.441473828
146,0.12390887,0.161292658
147,-0.276502689,-0.756588849
148,-0.80204727,-1.387686483
149,-0.698075991,0.03378478
150,-1.542826016,0.654025633
151,0.438776542,-0.090163086
152,0.368181668,-0.79322455
153,-0.083597158,0.098774585
154,-0.100958891,-0.918892055
155,-0.945708916,-0.298651202
156,0.597795818,0.194126694
157,-0.40163571,-0.469804977
158,0.71197998,-0.497852134
159,-1.198050059,-1.337437885
160,-0.368687899,-0.308605529
161,-0.430047535,-0.838281151
162,0.844363084,1.292095304
163,-0.417323023,1.441047637
164,-0.452046487,-0.594285643
165,1.420546892,-0.18211865
166,0.690818238,1.210403001
167,0.009724708,0.853271486
168,-0.396161281,-0.267207499
169,-0.992957778,0.071215305
170,0.312405631,0.048525986
171,0.597795818,0.194126694
172,-0.362275026,0.303866154
173,-0.720912153,-1.186479338
174,0.344068414,0.535126671
175,-1.37161999,1.49160517
176,-1.351594905,-1.419130187
177,-0.264615386,0.058480313
178,0.849000304,0.030433155
179,-0.231886944,-0.22045163
180,-0.083597158,0.098774585
181,-0.527707175,-0.59289531
182,-0.456683707,0.667376506
183,2.753555914,0.667421427
184,0.108770609,-0.771901014
185,0.229047042,-0.237154128
186,-0.627889733,-0.170203031
187,-0.724712162,1.539442437
188,-0.373325119,0.953056619
189,-0.510345443,0.42477133
190,0.179794077,0.488370802
191,1.661939175,0.451473076
192,0.80963962,-0.743237976
193,-0.477595845,-0.206635239
194,-0.332687343,-0.821887588
195,-0.720074943,0.277780289
196,-0.241779224,1.278744431
197,0.382591889,-0.155461825
198,-0.390686851,-0.06461002
199,0.064772705,-0.283909996
200,-0.455297446,-0.712410153
201,0.71197998,-0.497852134
202,-0.11107054,0.140172615
203,0.519612212,0.372823464
204,0.382591889,-0.155461825
205,0.844662531,1.030315898
206,0.568865178,-0.352701465
207,-0.759435627,-0.495890842
208,-1.568913136,-0.684362995
209,0.229884252,1.227105499
210,0.8050024,0.518424173
211,0.575497419,0.699901608
212,0.306931201,-0.154071492
213,-0.198837899,-1.113637604
214,-0.434684755,0.423380997
215,0.211385863,-0.993041362
216,-1.427255592,-1.417739854
217,0.871298703,-0.475341759
218,-1.662484607,1.143406983
219,0.383429098,1.308797802
220,1.281003649,-0.533097502
221,0.383429098,1.308797802
222,0.82584354,-0.575576931
223,-0.038981413,0.634911804
224,-0.818571792,-0.941093496
225,-0.164432828,-0.364211966
226,1.282140306,0.669382719
227,0.082134438,0.733756643
228,-0.263778176,1.522739939
229,0.438776542,-0.090163086
230,1.362138766,-0.331890357
231,-0.823209012,0.320568652
232,-0.071410409,0.652064341
233,0.229047042,-0.237154128
234,-1.167325719,-1.260711405
235,-1.134276674,-2.153897379
236,-0.148528355,0.065228484
237,0.366067366,0.291131162
238,0.750182853,-0.574186598
239,-0.818571792,-0.941093496
240,-0.379636758,-0.713800486
241,-1.329595953,-1.663125696
242,-0.954754906,-0.005119159
243,-0.263478729,1.260960534
244,0.021840461,-0.561451606
245,-1.231936313,-1.908511537
246,0.397411755,-0.508175795
247,0.553797914,0.682117712
248,0.167607327,-0.064918955
249,0.673456506,0.192736361
250,-0.374999538,-1.975462634
251,0.80963962,-0.743237976
252,0.42141481,-1.107829726
253,-0.379098995,1.012238546
254,-1.61291104,-0.196371978
255,-0.247253654,1.076146952
256,0.536136735,-0.073769523
257,0.559272344,0.88471519
258,0.076339406,1.145413197
259,0.382591889,-0.155461825
260,-0.41929689,-1.225692211
261,0.076039959,1.407192602
262,1.338025513,0.996460863
263,0.179794077,0.488370802
264,0.404590841,-0.399457334
265,-0.664189736,0.604858433
266,0.285231696,-0.171855389
267,-1.329595953,-1.663125696
268,0.485725958,-0.198250189
269,0.366067366,0.291131162
270,-1.368119427,-0.9725372
271,0.61979477,-0.049868814
272,-0.220617482,-0.429510705
273,-1.460304637,-0.52455388
274,0.057841017,-1.074733665
275,-0.071410409,0.652064341
276,0.400253068,0.600425409
277,-0.315863373,-1.53025998
278,-0.012274244,1.097266995
279,-0.10559611,0.342770093
280,1.236687351,-1.331014127
281,-1.329595953,-1.663125696
282,0.366067366,0.291131162
283,2.199599508,-0.332152382
284,-0.122957843,-0.674896546
285,0.399953621,0.862204815
286,-0.515819872,0.222173852
287,1.62805292,-0.119600577
288,0.519612212,0.372823464
289,-0.127595062,0.586765602
290,-0.742073895,0.521775798
291,-1.270459788,-1.217923042
292,-1.231936313,-1.908511537
293,0.673456506,0.192736361
294,-0.418160233,-0.02321199
295,-0.567367306,-1.104787036
296,-0.38459458,1.162115695
297,-0.298501641,-0.51259334
298,-0.303138861,0.749068808
299,2.753555914,0.667421427
300,-0.281139909,0.5050733
301,2.376120951,-2.781291521
302,1.728664071,0.014917497
303,-0.276502689,-0.756588849
304,0.80963962,-0.743237976
305,-0.379636758,-0.713800486
306,0.894236099,-0.309463062
307,-0.665026946,-0.859401194
308,-0.515819872,0.222173852
309,-1.214574581,-0.890844898
310,-0.818571792,-0.941093496
311,0.076339406,1.145413197
312,-0.570867869,1.359355335
313,-0.681551468,-0.412808207
314,0.617271852,0.127437623
315,-1.273710746,-1.336047552
316,-1.61291104,-0.196371978
317,0.71197998,-0.497852134
318,0.713116637,0.704628087
319,-1.192575629,-1.134840407
320,-0.555480004,-0.289717874
321,0.11486288,0.454824701
322,0.098338358,0.901417688
323,0.348705634,-0.726535478
324,-0.784685537,-0.370019844
325,-0.209050782,0.999812488
326,-0.526869965,0.871364317
327,-0.373325119,0.953056619
328,0.399953621,0.862204815
329,-1.524915232,-1.172354013
330,-0.583891829,-0.658194049
331,0.42225202,0.356429901
332,-0.334801644,0.262468124
333,-1.231936313,-1.908511537
334,0.541611165,0.128827955
335,-0.264615386,0.058480313
336,-1.427255592,-1.417739854
337,-1.201850069,1.388483891
338,-0.824046222,-1.143690975
339,-0.916231432,-0.695707655
340,-0.682388678,-1.877067834
341,-0.66914535,0.580612939
342,-1.253935266,-1.664516029
343,0.71197998,-0.497852134
344,0.268407727,0.536517003
345,-0.071410409,0.652064341
346,-1.350757695,0.04512944
347,-0.276502689,-0.756588849
348,-1.311397011,0.818800571
349,0.087608867,0.936354121
350,-0.340276074,0.059870645
351,2.753555914,0.667421427
352,0.444250972,0.112434392
353,3.101582829,-1.20591758
354,0.251883204,0.98310999
355,0.690818238,1.210403001
356,-0.088772141,-0.365602299
357,-0.357637806,-0.957795994
358,0.091727271,-0.503660012
359,-0.687025898,-0.615405685
360,-0.664189736,0.604858433
361,-0.237979215,-1.447177345
362,-0.817734582,0.52316613
363,-0.071410409,0.652064341
364,0.71197998,-0.497852134
365,-1.134276674,-2.153897379
366,0.597795818,0.194126694
367,0.849000304,0.030433155
368,0.273044946,-0.725145145
369,-0.526869965,0.871364317
370,-0.567367306,-1.104787036
371,-0.373325119,0.953056619
372,0.229584805,1.488884904
373,0.463727006,0.04574532
374,1.002844597,-0.149653948
375,-1.231936313,-1.908511537
376,-0.396161281,-0.267207499
377,0.690818238,1.210403001
378,0.169910877,-0.682356782
379,-1.40989386,-0.400073215
380,-1.372756647,0.289124948
381,-0.70271321,1.295446929
382,-0.162318527,-1.448567677
383,0.463727006,0.04574532
384,1.781597767,-0.037908274
385,-0.049411457,0.408068832
386,-1.134276674,-2.153897379
387,0.575796866,0.438122203
388,0.695455458,-0.051259147
389,0.195997997,0.656031846
390,0.707342761,0.763810014
391,0.729341713,0.519814505
392,0.749117193,0.191346029
393,0.745866235,0.073221518
394,0.81047683,0.721021651
395,1.654460643,0.60453402
396,-1.209100152,-0.68824742
397,0.558135687,-0.317765032
398,1.10250834,-0.750698211
399,-0.70355042,-0.168812698
400,0.382591889,-0.155461825
401,0.575796866,0.438122203
402,0.229884252,1.227105499
403,1.0911588,0.160271659
404,0.405428051,1.064802293
405,-1.042531346,1.410994266
406,0.695455458,-0.051259147
407,0.310182159,-0.035946982
408,0.076339406,1.145413197
409,-1.38928117,0.735717935
410,0.404590841,-0.399457334
411,1.320663781,-0.021205776
412,0.164955263,-0.706602275
413,-0.396161281,-0.267207499
414,-1.371919437,1.753384575
415,0.558435134,-0.579544437
416,0.866362036,1.048099795
417,0.536973945,1.390490104
418,0.40922806,-1.661119482
419,-0.259140957,0.261077791
420,0.348406187,-0.464756073
421,0.438477095,0.171616319
422,1.286478079,-0.330500024
423,-0.610528,0.847463609
424,2.278211707,0.046361201
425,-0.49382092,-0.021821657
426,-0.510345443,0.42477133
427,-0.298501641,-0.51259334
428,0.910140572,0.119977387
429,0.519612212,0.372823464
430,-0.521294302,0.019576374
431,-1.134276674,-2.153897379
432,0.399953621,0.862204815
433,-0.878257009,1.457750135
434,-0.850463025,0.802098073
435,-0.298501641,-0.51259334
436,-0.857095267,-0.250505001
437,0.575796866,0.438122203
438,0.998207378,1.112008201
439,-1.351594905,-1.419130187
440,-0.508231141,-0.659584381
441,-0.264615386,0.058480313
442,0.614320341,-0.252466293
443,0.575796866,0.438122203
444,0.997370168,-0.352251426
445,0.614320341,-0.252466293
446,-0.452345934,-0.332506237
447,0.229584805,1.488884904
448,0.251045994,-0.481149636
449,-0.061298759,-0.407000329
450,-0.560435618,-0.313963367
451,-0.725549372,0.075182811
452,0.11486288,0.454824701
453,-1.61291104,-0.196371978
454,0.80963962,-0.743237976
455,0.421115363,-0.846050321
456,0.522863171,0.490947974
457,-0.083597158,0.098774585
458,0.695455458,-0.051259147
459,0.371541796,0.49372864
460,-0.356800596,0.506463632
461,-0.32080004,-0.006818426
462,-0.605890781,-0.41419854
463,-0.259978167,-1.203181836
464,-1.351594905,-1.419130187
465,-0.373325119,0.953056619
466,-0.259140957,0.261077791
467,0.070247135,-0.081312518
468,-0.823209012,0.320568652
469,0.273882156,0.739114482
470,0.349542844,0.737724149
471,-0.504871013,0.627368808
472,0.559272344,0.88471519
473,-1.197212849,0.126821742
474,0.673456506,0.192736361
475,0.541910612,-0.13295145
476,-0.281139909,0.5050733
477,0.553797914,0.682117712
478,1.256053186,-0.669005909
479,0.695455458,-0.051259147
480,-0.356800596,0.506463632
481,-0.378799548,0.750459141
482,1.780140508,-0.626134464
483,0.277753164,-0.018794445
484,0.241453161,0.756267019
485,0.229884252,1.227105499
486,-0.337025116,0.177995156
487,-0.566230649,0.097693186
488,-0.071410409,0.652064341
489,0.098338358,0.901417688
490,0.634933031,0.883324857
491,-1.196913402,-0.134957663
492,-0.149594014,0.830761111
493,-0.70818764,1.09284945
494,0.092564481,0.960599615
495,-0.661775987,-0.741276684
496,0.092863928,0.69882021
497,-0.570867869,1.359355335
498,0.402367369,-0.483930302
499,0.80963962,-0.743237976
500,0.382591889,-0.155461825
501,1.150594412,0.343694908
502,0.575796866,0.438122203
503,0.092863928,0.69882021
504,0.580971849,0.902499086
505,-0.395324071,1.197052128
506,0.849000304,0.030433155
507,-0.088234378,1.360436733
508,-0.298501641,-0.51259334
509,0.503387137,0.557637046
510,-0.264935988,0.672734344
511,0.888360989,0.804104286
512,0.405428051,1.064802293
513,1.873782977,-0.485891594
514,-0.31849649,-0.624256253
515,0.71745441,-0.295254656
516,1.354550035,0.549867876
517,0.886137517,0.719631318
518,0.553797914,0.682117712
519,0.268407727,0.536517003
520,0.029200742,0.786582415
521,-1.283923629,0.77740254
522,0.251045994,-0.481149636
523,3.046534832,-0.068736097
524,0.634933031,0.883324857
525,0.383429098,1.308797802
526,1.206180172,0.932552457
527,0.553797914,0.682117712
528,0.312405631,0.048525986
529,0.695455458,-0.051259147
530,-1.568913136,-0.684362995
531,0.109388451,0.252227223
532,0.991275689,0.321184533
533,-0.049710904,0.669848237
534,1.781597767,-0.037908274
535,0.178336818,-0.099855388
536,-0.241779224,1.278744431
537,0.787640668,-0.499242467
538,1.491570359,1.078153166
539,-0.164732275,-0.102432561
540,-0.49465813,-1.486081284
541,0.383429098,1.308797802
542,0.043539966,-0.54366771
543,0.290406679,0.292521495
544,-0.747548324,0.319178319
545,0.268407727,0.536517003
546,-0.40163571,-0.469804977
547,-1.427255592,-1.417739854
548,0.745545633,0.68747555
549,-1.345283266,0.247726918
550,0.614320341,-0.252466293
551,2.446166774,0.765816228
552,-0.378799548,0.750459141
553,0.678631488,0.657113245
554,0.268407727,0.536517003
555,0.438776542,-0.090163086
556,-0.247253654,1.076146952
557,0.075202749,-0.057067025
558,-0.20325575,0.588155935
559,0.234521472,-0.034556649
560,-0.213905162,-0.078818427
561,0.50225048,-0.644843176
562,0.678930935,0.39533384
563,0.383429098,1.308797802
564,0.42225202,0.356429901
565,1.490733149,-0.386106461
566,-0.669364718,0.140481549
567,-1.144388323,-1.094832709
568,-0.166118537,1.277354098
569,0.614619788,-0.514245698
570,0.904048301,-1.106748328
571,0.246408775,0.780512512
572,-0.588529048,0.6034681
573,0.191909829,-0.92635229
574,0.131087956,0.270011119
575,0.251045994,-0.481149636
576,-1.185026099,0.680111498
577,-0.170206705,-0.305030039
578,2.446166774,0.765816228
579,-0.356800596,0.506463632
580,0.71197998,-0.497852134
581,0.733978932,-0.741847643
582,0.366067366,0.291131162
583,0.421952573,0.618209306
584,-0.70355042,-0.168812698
585,0.327543892,0.981719658
586,0.271658685,0.654641514
587,0.284932249,0.089924016
588,-0.823209012,0.320568652
589,-0.99327838,0.685469337
590,0.426589793,-0.643452843
591,0.057841017,-1.074733665
592,1.257000595,0.066556429
593,0.80963962,-0.743237976
594,0.051199694,0.542586906
595,-1.066204717,-1.273529479
596,-0.455297446,-0.712410153
