,0
0,0.025444155471425506
1,2.1670800016899174
2,0.5052651528790736
3,0.5052651528790736
4,-1.0453737676378205
5,0.5052651528790736
6,0.025444155471425506
7,-0.5655527702301723
8,-0.45437684193622263
9,-0.5655527702301723
10,1.0962620785806714
11,3.237897924799163
12,0.025444155471425506
13,0.025444155471425506
14,2.646900999097565
15,0.9850861502867218
16,0.6164410811730233
17,-1.0453737676378205
18,-0.5655527702301723
19,-1.0453737676378205
20,0.5052651528790736
21,0.025444155471425506
22,-0.45437684193622263
23,-0.5655527702301723
24,0.025444155471425506
25,0.025444155471425506
26,-1.0453737676378205
27,0.5052651528790736
28,-0.5655527702301723
29,0.5052651528790736
30,0.025444155471425506
31,0.025444155471425506
32,2.758076927391515
33,-0.5655527702301723
34,0.025444155471425506
35,1.5760830759883195
36,-1.0453737676378205
37,1.6872590042822693
38,0.025444155471425506
39,0.025444155471425506
40,-0.45437684193622263
41,0.5052651528790736
42,-0.5655527702301723
43,-0.5655527702301723
44,1.6872590042822693
45,0.025444155471425506
46,-1.0453737676378205
47,-1.0453737676378205
48,0.6164410811730233
49,0.6164410811730233
50,-0.5655527702301723
51,0.9850861502867218
52,1.0962620785806714
53,0.025444155471425506
54,0.025444155471425506
55,2.758076927391515
56,0.9850861502867218
57,0.8739102219927719
58,0.025444155471425506
59,-0.5655527702301723
60,-1.0453737676378205
61,0.025444155471425506
62,0.025444155471425506
63,-0.5655527702301723
64,0.5052651528790736
65,0.025444155471425506
66,0.025444155471425506
67,-1.0453737676378205
68,-0.5655527702301723
69,0.025444155471425506
70,-0.5655527702301723
71,0.025444155471425506
72,0.025444155471425506
73,0.025444155471425506
74,-1.0453737676378205
75,0.5052651528790736
76,-1.0453737676378205
77,1.4649071476943696
78,1.5760830759883195
79,0.025444155471425506
80,2.0559040733959675
81,-1.0453737676378205
82,-0.45437684193622263
83,0.5052651528790736
84,0.5052651528790736
85,0.025444155471425506
86,0.025444155471425506
87,0.025444155471425506
88,-0.45437684193622263
89,1.5760830759883195
90,0.6164410811730233
91,2.1670800016899174
92,0.025444155471425506
93,0.5052651528790736
94,0.025444155471425506
95,2.1670800016899174
96,-1.0453737676378205
97,-0.5655527702301723
98,2.0559040733959675
99,-1.0453737676378205
100,0.025444155471425506
101,-1.0453737676378205
102,0.6164410811730233
103,0.025444155471425506
104,-0.5655527702301723
105,0.025444155471425506
106,-0.5655527702301723
107,-1.0453737676378205
108,0.5052651528790736
109,1.4649071476943696
110,0.025444155471425506
111,0.025444155471425506
112,-0.45437684193622263
113,-0.5655527702301723
114,0.025444155471425506
115,1.0962620785806714
116,-1.0453737676378205
117,-1.0453737676378205
118,0.9850861502867218
119,0.9850861502867218
120,-1.0453737676378205
121,0.025444155471425506
122,-0.5655527702301723
123,0.9850861502867218
124,-1.0453737676378205
125,-0.5655527702301723
126,0.025444155471425506
127,-0.5655527702301723
128,0.9850861502867218
129,1.5760830759883195
130,0.5052651528790736
131,-0.5655527702301723
132,0.9850861502867218
133,0.5052651528790736
134,0.025444155471425506
135,0.39408922458512397
136,-1.0453737676378205
137,-0.5655527702301723
138,-0.5655527702301723
139,0.025444155471425506
140,0.5052651528790736
141,-1.0453737676378205
142,0.025444155471425506
143,-1.0453737676378205
