,0,1,2,3,4
207,0.15164493,0.1521872,0.1518049,0.38119233,0.16317068
208,0.15561196,0.16428795,0.1649564,0.34449056,0.1706532
209,0.15371916,0.1537726,0.3624527,0.16661142,0.16344412
210,0.1508546,0.15920414,0.15085344,0.38806045,0.15102737
211,0.15178363,0.15482205,0.15940295,0.3806353,0.15335602
212,0.15257196,0.15986001,0.3744763,0.1584692,0.15462254
213,0.15737733,0.15746793,0.21087633,0.15946022,0.31481823
214,0.15258995,0.15267749,0.37249804,0.1542645,0.16797009
215,0.17273948,0.18605265,0.15829182,0.31477028,0.16814569
216,0.1590644,0.16303776,0.15910201,0.27364707,0.2451488
217,0.1641213,0.18563579,0.15594788,0.33832037,0.15597475
218,0.16200997,0.27986562,0.15917763,0.23610699,0.16283977
219,0.14929019,0.14970464,0.14931177,0.40178612,0.1499073
220,0.1553387,0.15934451,0.18402302,0.3447136,0.1565802
221,0.1590085,0.1590145,0.24957095,0.16182604,0.27058002
222,0.15640078,0.15640078,0.32820454,0.15640551,0.20258841
223,0.15837224,0.15934387,0.16054004,0.29572108,0.22602281
224,0.15663598,0.15715629,0.18782556,0.16754238,0.33083984
225,0.17464072,0.17369625,0.26808405,0.16079675,0.22278225
226,0.15982543,0.1638943,0.28360462,0.1763669,0.21630882
227,0.14934169,0.15109818,0.14934152,0.40068263,0.14953594
228,0.15064171,0.15129873,0.15117964,0.39068758,0.15619232
229,0.15556201,0.1557825,0.15665233,0.3469483,0.1850549
230,0.15875968,0.192989,0.18422283,0.15948607,0.3045424
231,0.16534738,0.27349046,0.15984371,0.24016002,0.16115838
232,0.14964025,0.14998507,0.39828044,0.15202485,0.15006946
233,0.15408511,0.15498209,0.15965904,0.36310914,0.16816454
234,0.27144426,0.20907468,0.16085796,0.19255294,0.16607016
235,0.17505838,0.30537283,0.1598094,0.18850945,0.17124991
236,0.16069397,0.18072477,0.17358996,0.19083229,0.29415902
237,0.15034594,0.15543495,0.15025714,0.39328983,0.1506722
238,0.1488711,0.14890172,0.14887258,0.4044297,0.14892489
239,0.15882917,0.15930921,0.1600695,0.244674,0.27711818
240,0.17608601,0.29926357,0.1590407,0.20547007,0.16013962
241,0.16641232,0.17225458,0.1615845,0.2752012,0.22454739
242,0.15574817,0.15711917,0.15806413,0.34120584,0.18786277
243,0.15012886,0.15186499,0.15245545,0.39429843,0.15125223
244,0.15968774,0.2735187,0.15879868,0.24916084,0.158834
245,0.16200025,0.30151513,0.16049029,0.15952808,0.21646625
246,0.15707754,0.20781465,0.15694194,0.32058254,0.15758334
247,0.15651017,0.15652768,0.1566836,0.32700932,0.20326924
248,0.15273449,0.16535418,0.15227254,0.37628394,0.15335482
249,0.18008593,0.16446058,0.1723357,0.28253636,0.20058143
250,0.23499793,0.23015536,0.16339846,0.18582597,0.1856223
251,0.16759117,0.2520125,0.16078894,0.25349328,0.16611406
252,0.15951264,0.16255671,0.26001492,0.16326734,0.2546484
253,0.16128008,0.16113077,0.20143838,0.21780422,0.25834653
254,0.24677221,0.1925889,0.1902848,0.1631813,0.20717283
255,0.15617286,0.15636031,0.19355181,0.15952475,0.33439022
256,0.1513218,0.15132253,0.38416395,0.15446433,0.15872732
257,0.15586774,0.15588081,0.19224423,0.15874855,0.3372586
258,0.1615495,0.16611367,0.19445759,0.23412648,0.24375285
259,0.16077153,0.17242713,0.28092307,0.16047813,0.22540008
260,0.31927168,0.18849769,0.15897511,0.1718833,0.16137224
261,0.15673967,0.158562,0.1726606,0.33197334,0.1800644
262,0.15587902,0.16559948,0.15906455,0.1789089,0.34054798
263,0.16160785,0.16232243,0.23617016,0.21095572,0.22894388
264,0.15895219,0.1591797,0.3015522,0.18387446,0.1964414
265,0.16720627,0.2364465,0.15987076,0.27099916,0.16547738
266,0.16424146,0.18336381,0.21949375,0.17430371,0.2585972
267,0.16236222,0.21088457,0.15775287,0.31083718,0.15816313
268,0.15492213,0.1637029,0.152857,0.37447444,0.15404351
269,0.16478042,0.16438514,0.1798374,0.22535379,0.26564327
270,0.15448841,0.1745442,0.15359372,0.36269143,0.15468222
271,0.15379949,0.15485294,0.36084557,0.15581772,0.17468424
272,0.15638763,0.20020871,0.3299742,0.15647826,0.15695123
273,0.20359448,0.17991513,0.16911389,0.16353971,0.28383678
274,0.15332188,0.15332314,0.16236095,0.16476116,0.36623287
275,0.1493177,0.14998515,0.1491268,0.40239164,0.14917871
276,0.16296415,0.18817791,0.22341676,0.22683336,0.19860776
277,0.18369137,0.20872551,0.19593059,0.17128688,0.24036573
278,0.16143383,0.19984598,0.16132514,0.24188548,0.23550959
279,0.15484509,0.17865121,0.15816087,0.35208982,0.15625311
280,0.1552204,0.17460339,0.15452516,0.35582107,0.15982993
281,0.15906176,0.23764141,0.16264188,0.28056297,0.16009204
282,0.15492311,0.1809422,0.15437078,0.3546149,0.155149
283,0.14915615,0.14936835,0.14915769,0.40217596,0.1501418
284,0.15831438,0.16712162,0.18711552,0.17438392,0.3130646
285,0.15499054,0.15504393,0.161584,0.34894997,0.17943154
286,0.15328766,0.17373,0.15315393,0.36666548,0.15316293
287,0.1541323,0.15845527,0.15392287,0.38153067,0.15195887
288,0.15719743,0.15764691,0.32561225,0.17944193,0.18010148
289,0.16012207,0.16606677,0.1765718,0.278813,0.21842639
290,0.15438291,0.15618812,0.35444027,0.15468973,0.180299
291,0.23058626,0.2802904,0.16031079,0.16885306,0.15995947
292,0.29195842,0.20056963,0.16349627,0.1706017,0.173374
293,0.15137613,0.15207478,0.38366985,0.15991871,0.1529606
294,0.16096233,0.19479834,0.17199218,0.27390823,0.19833885
295,0.15862128,0.35171956,0.15941635,0.17411676,0.15612611
296,0.15451607,0.18104789,0.15429266,0.35529637,0.15484703
297,0.16078855,0.15999296,0.16949415,0.315751,0.19397345
298,0.15282243,0.15374981,0.15731321,0.37079573,0.16531877
299,0.14912608,0.15019685,0.1491232,0.402425,0.14912881
300,0.16578022,0.1818726,0.2884535,0.17289314,0.1910005
301,0.15683965,0.15681583,0.2003822,0.15764306,0.32831922
302,0.15066661,0.15067604,0.38962948,0.15066843,0.15835956
303,0.16195162,0.20436291,0.29114535,0.17490296,0.1676372
304,0.1668535,0.2870862,0.1963961,0.16029951,0.18936464
305,0.15870905,0.15872204,0.24984579,0.15872346,0.27399957
306,0.1514849,0.15746962,0.3856225,0.15218022,0.15324278
307,0.15864791,0.16176923,0.31099546,0.16342764,0.20515984
308,0.15473428,0.15535586,0.17024992,0.16697699,0.3526829
309,0.15958555,0.16191478,0.1672864,0.27702272,0.23419054
310,0.15503603,0.15636997,0.15579545,0.34723273,0.1855658
311,0.1589306,0.15893096,0.23891671,0.1629812,0.28024054
312,0.14937063,0.1494244,0.14938237,0.40043944,0.15138307
313,0.15827343,0.17625965,0.17457381,0.31522614,0.17566708
314,0.15310052,0.15353143,0.3677291,0.15517037,0.17046852
315,0.20507506,0.24195118,0.16316524,0.20442961,0.18537897
316,0.15489529,0.15489857,0.186685,0.15547036,0.34805077
317,0.16141115,0.16176511,0.28272575,0.18122548,0.21287256
318,0.15202677,0.15203854,0.1646401,0.15357225,0.37772238
319,0.25090885,0.17506318,0.16574234,0.23220164,0.1760839
320,0.15092492,0.15446317,0.15088134,0.38869807,0.15503247
321,0.15823887,0.15876445,0.29622403,0.15932816,0.22744447
322,0.16526929,0.26511595,0.1599129,0.2462288,0.16347307
323,0.20061567,0.1995886,0.22243492,0.17812869,0.19923207
324,0.16050498,0.16137795,0.22161035,0.27165997,0.18484674
325,0.16329929,0.16330555,0.16121447,0.27723342,0.23494725
326,0.16061877,0.30546802,0.15791753,0.21798019,0.15801547
327,0.15900064,0.18688707,0.16038457,0.3015898,0.19213793
328,0.15948226,0.16096038,0.17473933,0.19536652,0.30945155
329,0.18554728,0.15986958,0.1560719,0.33959925,0.15891202
330,0.16399004,0.36796144,0.15414079,0.16064598,0.15326172
331,0.15075323,0.15248442,0.15495773,0.38973603,0.1520686
332,0.16333082,0.266509,0.16076122,0.230526,0.17887297
333,0.16033985,0.16963759,0.29333398,0.17200278,0.20468573
334,0.1556174,0.16015401,0.15220559,0.37854472,0.15347826
335,0.15375152,0.15507786,0.15814671,0.16238502,0.3706389
336,0.16074154,0.1891089,0.16157886,0.2713848,0.21718593
337,0.1489425,0.14926675,0.14894003,0.40387815,0.14897256
338,0.15927546,0.23233095,0.15838864,0.29141766,0.1585873
339,0.15510517,0.15623468,0.34714037,0.15841329,0.18310648
340,0.15807721,0.15642704,0.15574613,0.34260976,0.18713988
341,0.15105583,0.15627648,0.15082459,0.38949606,0.15234706
342,0.23502433,0.20157592,0.16308354,0.22895339,0.17136283
343,0.15612534,0.15658188,0.3344968,0.19499841,0.15779753
344,0.14957698,0.15226352,0.39904615,0.14956777,0.14954552
345,0.15963851,0.18256317,0.15511481,0.3474123,0.15527119
346,0.19897942,0.27099127,0.19503732,0.16939116,0.16560085
347,0.16226853,0.3035077,0.16279303,0.18553542,0.18589534
348,0.14972268,0.15080956,0.1496993,0.397782,0.15198645
349,0.15948263,0.16298375,0.16347244,0.26743233,0.24662887
350,0.16527191,0.1617187,0.23344141,0.20676064,0.2328073
351,0.14912608,0.15019685,0.1491232,0.402425,0.14912881
352,0.15871894,0.1619393,0.16357502,0.29523277,0.2205339
353,0.15271758,0.17054865,0.1527142,0.3712209,0.1527987
354,0.15891567,0.15914316,0.27194962,0.24944718,0.16054435
355,0.14910316,0.14990087,0.14907166,0.40283123,0.14909315
356,0.1629289,0.2203221,0.16770445,0.27668086,0.17236364
357,0.15120976,0.15439525,0.15179442,0.38555187,0.15704875
358,0.15665933,0.15762927,0.19319615,0.16327426,0.32924095
359,0.17729923,0.23618862,0.16011345,0.26606077,0.16033792
360,0.16361931,0.15293108,0.15272313,0.37179723,0.15892926
361,0.20946176,0.3028469,0.1600277,0.16847233,0.15919125
362,0.1602264,0.16020858,0.17574756,0.25579584,0.24802165
363,0.14987986,0.15387335,0.1500449,0.39629853,0.14990333
364,0.25079486,0.16577803,0.17979082,0.1825407,0.22109573
365,0.15879254,0.18934533,0.18538678,0.16133131,0.30514407
366,0.15524852,0.18623859,0.1548227,0.34886,0.15483025
367,0.15128595,0.16095212,0.1512548,0.38458252,0.15192458
368,0.1670608,0.23423049,0.27493256,0.1618152,0.16196091
369,0.15309975,0.15370421,0.16442385,0.16042465,0.36834753
370,0.15890728,0.15894082,0.23383957,0.16404551,0.28426683
371,0.15732616,0.21099654,0.15746602,0.31562215,0.1585892
372,0.16141686,0.15594809,0.153041,0.36921287,0.1603812
373,0.15689176,0.20102987,0.32645446,0.15875377,0.1568701
374,0.1593017,0.1615286,0.24185592,0.16373959,0.27357414
375,0.2463038,0.24283865,0.16827704,0.16537179,0.17720863
376,0.15600432,0.15600437,0.33544984,0.15880693,0.19373457
377,0.15355916,0.15356429,0.3626132,0.15394574,0.17631766
378,0.15274253,0.1533176,0.16402261,0.3719577,0.15795955
379,0.16317399,0.18247978,0.20096405,0.24642038,0.2069618
380,0.15165347,0.15165353,0.16396882,0.15178825,0.3809359
381,0.16648729,0.26282966,0.16105185,0.24992555,0.15970564
382,0.20070593,0.23376578,0.1626131,0.23832102,0.16459425
383,0.1871465,0.3095559,0.1596065,0.18359415,0.160097
384,0.15112042,0.1602269,0.15103924,0.38643977,0.15117368
385,0.15166588,0.16031682,0.15202966,0.3811982,0.15478942
386,0.1714865,0.1636283,0.1732122,0.22661148,0.2650615
387,0.16162474,0.17211924,0.17387055,0.32362273,0.16876276
388,0.15307546,0.16575003,0.15621975,0.36864588,0.1563088
389,0.15854104,0.15858538,0.2846027,0.15906091,0.23921002
390,0.15196255,0.16497786,0.15182094,0.37941208,0.15182647
391,0.15995906,0.1599871,0.23812445,0.17500086,0.26692855
392,0.15574506,0.15852425,0.3401054,0.18900442,0.1566208
393,0.18259647,0.17858344,0.20382655,0.25936252,0.175631
394,0.14906594,0.1498923,0.1490654,0.40288344,0.14909282
395,0.15487456,0.152319,0.15083946,0.39032575,0.1516413
396,0.25760472,0.17322055,0.17298305,0.23313083,0.1630608
397,0.15680528,0.15779659,0.18641241,0.33005756,0.16892816
398,0.16507822,0.3279738,0.15676671,0.19334427,0.15683699
399,0.15676703,0.15682077,0.19545625,0.163427,0.32752898
400,0.15408096,0.17629695,0.15603444,0.35826775,0.15531991
401,0.15875718,0.21586731,0.16092792,0.30382386,0.16062374
402,0.15077633,0.1538005,0.15079649,0.38892803,0.15569867
403,0.15521944,0.1785377,0.15448199,0.35525578,0.1565051
404,0.15000297,0.40228608,0.14916238,0.1491836,0.14936486
405,0.15298884,0.16770367,0.15304242,0.36958244,0.1566826
406,0.15864784,0.15821087,0.3102741,0.1611239,0.2117432
407,0.14973311,0.15107171,0.39762896,0.14997427,0.1515919
408,0.15872212,0.15872332,0.15916991,0.27568752,0.24769707
409,0.15362142,0.15369934,0.15677202,0.17310238,0.36280483
410,0.15212668,0.15465835,0.15476704,0.37791473,0.16053315
411,0.18126948,0.3047509,0.15873544,0.19620506,0.15903921
412,0.15783,0.15801644,0.303771,0.15793717,0.22244543
413,0.16196176,0.17645879,0.20182054,0.24862923,0.21112968
414,0.27377203,0.16011569,0.16182056,0.24052396,0.16376771
415,0.16786738,0.17237037,0.26775932,0.1784645,0.21353841
416,0.15264755,0.15190557,0.15003277,0.3952386,0.15017557
417,0.1510417,0.15058622,0.15615894,0.3909336,0.15127952
418,0.16167654,0.17659235,0.19300681,0.21231088,0.25641343
419,0.15861386,0.15876977,0.2954698,0.16536751,0.2217792
420,0.15345417,0.15718462,0.15099977,0.38724843,0.15111303
421,0.15096249,0.1510104,0.15265524,0.38720858,0.15816335
422,0.15287048,0.16554616,0.15204024,0.3775016,0.15204157
423,0.15985897,0.35920066,0.15453207,0.17237487,0.15403344
424,0.1616691,0.16507758,0.20470755,0.25647154,0.21207422
425,0.15744092,0.1575183,0.20017098,0.16397034,0.32089946
426,0.1533302,0.16144125,0.15389998,0.36768043,0.16364811
427,0.15669715,0.157904,0.3310599,0.16969113,0.18464789
428,0.15386626,0.15535416,0.15490349,0.37264988,0.16322628
429,0.15542497,0.1823422,0.34449598,0.16215836,0.15557848
430,0.1589352,0.16215342,0.15936008,0.28905952,0.23049179
431,0.19662955,0.2979893,0.16094962,0.17431322,0.17011823
432,0.14959426,0.15064591,0.14940354,0.40098944,0.14936681
433,0.1526164,0.15516868,0.16342674,0.1559587,0.37282944
434,0.14928275,0.14964043,0.14932275,0.4014391,0.15031491
435,0.15882409,0.15884352,0.16479136,0.22902943,0.28851157
436,0.17017843,0.18768291,0.16105767,0.27546012,0.20562084
